Stock,cost
Stock 21,97.44819931790964
Stock 21,98.0525549254575
Stock 21,97.4332385727508
Stock 21,98.29514524155593
Stock 21,95.99086175959775
Stock 21,98.99684417294542
Stock 21,97.0831030918446
Stock 21,97.80088158688517
Stock 21,97.41881171878164
Stock 21,97.11824334699219
Stock 21,97.64500753366794
Stock 21,97.35781103416689
Stock 21,96.79344633002503
Stock 21,98.22135407684071
Stock 21,97.6249880089479
Stock 21,97.19289151546063
Stock 21,95.9727377084466
Stock 21,98.01291570334031
Stock 21,98.33858475854905
Stock 21,98.25667187570804
Stock 21,97.94142381367514
Stock 21,97.564155006495
Stock 21,98.56050183934084
Stock 21,97.2400722187034
Stock 21,97.15710583077643
Stock 21,98.01053822779858
Stock 21,98.40468257657442
Stock 21,97.94647325514097
Stock 21,97.72794808242581
Stock 21,97.78524308292212
Stock 21,96.77939468109999
Stock 21,97.73934410595622
Stock 21,98.24726130916406
Stock 21,97.59627891708038
Stock 21,97.32036831187658
Stock 21,99.79516700832747
Stock 21,98.44917947098764
Stock 21,98.08042588973147
Stock 21,97.78452325501628
Stock 21,98.29745241329938
Stock 21,97.84231819750538
Stock 21,97.23191638621603
Stock 21,96.76745929470924
Stock 21,98.66857584069633
Stock 21,98.61450919331168
Stock 21,98.12242529733012
Stock 21,99.94105819081823
Stock 21,98.85979489148016
Stock 21,97.1010084357225
Stock 21,98.0351873756718
Stock 22,103.16640490254849
Stock 22,102.78001724930567
Stock 22,105.82983985364153
Stock 22,104.09019079588397
Stock 22,106.64987358522625
Stock 22,104.38952279857126
Stock 22,102.9025536845647
Stock 22,105.8774749513674
Stock 22,104.54509406735514
Stock 22,105.02058949076255
Stock 22,102.92836917740165
Stock 22,104.15442315211646
Stock 22,107.26507345144746
Stock 22,102.93959243276349
Stock 22,103.10802686564045
Stock 22,103.31283058663672
Stock 22,104.18860119351868
Stock 22,101.16584187855953
Stock 22,103.9257884738337
Stock 22,104.33333629029977
Stock 22,104.90100592020227
Stock 22,105.59377577984247
Stock 22,102.64204044523291
Stock 22,102.75014699129633
Stock 22,104.19579879398147
Stock 22,103.80384810458015
Stock 22,102.02633403228077
Stock 22,104.44403616221422
Stock 22,105.26752646511034
Stock 22,110.11536298136227
Stock 22,104.14574094220337
Stock 22,104.59360877483545
Stock 22,102.98806076630801
Stock 22,103.90868197621494
Stock 22,104.68439245782557
Stock 22,104.99582873416894
Stock 22,104.12438130892595
Stock 22,105.35140800302369
Stock 22,102.96203178735601
Stock 22,102.82173163497274
Stock 22,104.93226022655097
Stock 22,104.81552961516115
Stock 22,105.69024208364824
Stock 22,107.07704851212287
Stock 22,103.94831796927738
Stock 22,104.53009740138616
Stock 22,103.14818570822554
Stock 22,104.90709624149517
Stock 22,103.04024501683278
Stock 22,103.13839963378214
Stock 23,88.17909101509822
Stock 23,88.00098693875725
Stock 23,88.29469849848083
Stock 23,88.64973995186703
Stock 23,89.245555292997
Stock 23,87.39837565246624
Stock 23,88.30440916376769
Stock 23,88.31023070225436
Stock 23,88.80904261551181
Stock 23,88.65593476195124
Stock 23,89.15578872889415
Stock 23,88.31126552883397
Stock 23,88.9107884317274
Stock 23,88.4620723341005
Stock 23,88.3273372590605
Stock 23,87.76171675755049
Stock 23,87.9426451855905
Stock 23,89.1566455973963
Stock 23,88.84274172885465
Stock 23,87.21376772290522
Stock 23,88.64554011196553
Stock 23,88.07131211366233
Stock 23,88.1958956016096
Stock 23,88.87720478580641
Stock 23,88.7904585701348
Stock 23,88.32810810662197
Stock 23,88.19279482894552
Stock 23,88.51589041158606
Stock 23,88.32126136002925
Stock 23,89.05775608240315
Stock 23,88.00191882879534
Stock 23,88.29386423146597
Stock 23,88.01307686740174
Stock 23,87.82464475265789
Stock 23,88.22698083223109
Stock 23,87.69144886111532
Stock 23,88.96469974332129
Stock 23,88.64279837064213
Stock 23,88.62441425532391
Stock 23,88.25201905293288
Stock 23,87.91126058864748
Stock 23,89.21185559256685
Stock 23,88.43647418105789
Stock 23,89.10236863609045
Stock 23,88.497170296049
Stock 23,87.98885272397898
Stock 23,88.07206309264386
Stock 23,88.55089314566409
Stock 23,87.3977683641272
Stock 23,88.47564783275017
Stock 24,110.03958304395994
Stock 24,109.53215687267144
Stock 24,110.9957181532262
Stock 24,109.87246578601176
Stock 24,110.26637703061688
Stock 24,110.31354958865113
Stock 24,109.80753492266524
Stock 24,109.96446810280435
Stock 24,109.442326117756
Stock 24,109.93613006991062
Stock 24,110.07506441499768
Stock 24,109.67864013687047
Stock 24,109.63164557249642
Stock 24,109.47337575875754
Stock 24,110.66883710490583
Stock 24,109.45940397520955
Stock 24,110.29161348831038
Stock 24,109.5055858639387
Stock 24,110.62801898398602
Stock 24,110.31669639236587
Stock 24,109.44087307390897
Stock 24,109.7039586519283
Stock 24,110.14307420706987
Stock 24,109.24187694086986
Stock 24,110.11658054534267
Stock 24,109.95452797912611
Stock 24,109.62492961310338
Stock 24,110.18925468080138
Stock 24,110.05906257009624
Stock 24,109.4178701518423
Stock 24,109.91379875988223
Stock 24,109.42521421695625
Stock 24,109.88979269268529
Stock 24,109.76068328754816
Stock 24,109.88529057039423
Stock 24,110.62037158109143
Stock 24,109.81186121253607
Stock 24,110.06397436955316
Stock 24,109.99289492445318
Stock 24,109.66041850603928
Stock 24,110.14967767982334
Stock 24,110.13103228825486
Stock 24,109.54414387872724
Stock 24,109.77910644113199
Stock 24,110.3110546129663
Stock 24,109.65128687878749
Stock 24,110.28578299149153
Stock 24,109.34245075816439
Stock 24,109.68441125700599
Stock 24,109.86673534667321
Stock 25,95.98560958495908
Stock 25,96.22163754350193
Stock 25,96.21749171237563
Stock 25,96.8029803240331
Stock 25,97.26872275459259
Stock 25,96.59644002863135
Stock 25,96.29561442210681
Stock 25,95.45336772689656
Stock 25,95.81323011761988
Stock 25,95.69678085964122
Stock 25,96.30244011549892
Stock 25,95.46372164653472
Stock 25,95.36748663422519
Stock 25,96.02932689469006
Stock 25,96.5655610467876
Stock 25,95.19577859895232
Stock 25,95.21066840871443
Stock 25,96.98662995115535
Stock 25,98.25023506818559
Stock 25,95.16729375483055
Stock 25,95.87130154328148
Stock 25,95.37026155428552
Stock 25,96.65145575413867
Stock 25,95.85430495255122
Stock 25,95.59318821011836
Stock 25,95.34162271038005
Stock 25,95.40523388390253
Stock 25,95.06081327722073
Stock 25,96.26255593210622
Stock 25,96.41633831767967
Stock 25,97.29742011786742
Stock 25,96.84745910305622
Stock 25,96.18569911970052
Stock 25,97.22002608776087
Stock 25,97.62081722859759
Stock 25,96.09420587179626
Stock 25,97.70963130596006
Stock 25,97.38597328386078
Stock 25,96.53781540005767
Stock 25,96.18121031547149
Stock 25,96.42380066812258
Stock 25,96.51036232596203
Stock 25,95.82338312424108
Stock 25,96.72731168726075
Stock 25,95.83713576714582
Stock 25,96.62381418107427
Stock 25,96.5815208196544
Stock 25,95.98611004079038
Stock 25,97.13924163586225
Stock 25,95.91298921403794
Stock 26,102.73581390510697
Stock 26,101.68079594321014
Stock 26,104.11124089053233
Stock 26,101.34071229863565
Stock 26,102.64982260277226
Stock 26,102.22425275919936
Stock 26,102.36848356493196
Stock 26,102.90807729833352
Stock 26,102.73305660967782
Stock 26,103.11073828345133
Stock 26,102.33106308736659
Stock 26,100.15275787325788
Stock 26,101.06503085559014
Stock 26,102.13128833159941
Stock 26,101.92028053090425
Stock 26,102.23384213955705
Stock 26,102.79546441709832
Stock 26,102.4413092370502
Stock 26,102.22956697803214
Stock 26,101.06141365618818
Stock 26,103.06412665757482
Stock 26,103.19408611385258
Stock 26,102.54323162237213
Stock 26,101.2990223390957
Stock 26,100.52953325564137
Stock 26,102.5568777065485
Stock 26,103.00180185583724
Stock 26,101.31084500920473
Stock 26,103.15657924485868
Stock 26,102.6473441844198
Stock 26,104.02235603025093
Stock 26,102.8505343647908
Stock 26,102.98711437921298
Stock 26,101.49033976153073
Stock 26,102.15431457525172
Stock 26,102.90260212200259
Stock 26,100.93004524518393
Stock 26,102.87203677309053
Stock 26,103.28226842823874
Stock 26,100.75487643053656
Stock 26,102.93255937887757
Stock 26,104.05298672041071
Stock 26,102.00987006086775
Stock 26,101.90079151526456
Stock 26,100.95655700611182
Stock 26,103.05476490590264
Stock 26,102.6499763045213
Stock 26,102.7568559067555
Stock 26,102.71290824607864
Stock 26,102.48817250922845
Stock 27,104.16593830958294
Stock 27,104.35626810077545
Stock 27,105.55138670759302
Stock 27,104.47711660434635
Stock 27,105.70960888584622
Stock 27,104.59515370957999
Stock 27,104.3767055797153
Stock 27,104.81686278517081
Stock 27,105.08675521225494
Stock 27,104.48877749807785
Stock 27,105.12002604161113
Stock 27,105.58364596278197
Stock 27,105.94174143738205
Stock 27,105.4714870727795
Stock 27,105.29118514304525
Stock 27,104.52781685069831
Stock 27,104.40760592222699
Stock 27,105.11987183068781
Stock 27,104.3971753337081
Stock 27,104.24687287317528
Stock 27,104.67644021920107
Stock 27,105.19189279824025
Stock 27,104.89081851643772
Stock 27,104.77352298416184
Stock 27,104.17464596558604
Stock 27,103.92845265308317
Stock 27,104.11435043479688
Stock 27,104.14055533146964
Stock 27,105.36592205350739
Stock 27,103.85564486999039
Stock 27,104.4290788012015
Stock 27,104.1671565146549
Stock 27,104.8908518267985
Stock 27,104.71404235328826
Stock 27,103.78071234481949
Stock 27,105.80552954561458
Stock 27,105.49671691376054
Stock 27,104.59753194394554
Stock 27,104.45581124825507
Stock 27,104.6957736630074
Stock 27,105.74116083039597
Stock 27,104.94438380727632
Stock 27,103.84017172177276
Stock 27,105.54159806914217
Stock 27,105.01334588002061
Stock 27,104.38004074910829
Stock 27,104.82396060000796
Stock 27,105.14513777071477
Stock 27,104.4831744778406
Stock 27,104.46606892640234
Stock 28,135.73425385884923
Stock 28,136.12320401236755
Stock 28,136.06851720641382
Stock 28,136.816759379839
Stock 28,135.8727416440544
Stock 28,136.63066054950232
Stock 28,136.37693270059398
Stock 28,135.82067442548998
Stock 28,135.98471306923716
Stock 28,136.67006939898084
Stock 28,136.66572758392803
Stock 28,135.72063325914436
Stock 28,136.03260730586857
Stock 28,135.75357338085732
Stock 28,136.81789980573214
Stock 28,137.20531516849653
Stock 28,135.97404979519143
Stock 28,135.81202995948058
Stock 28,135.80156430867999
Stock 28,136.21775297284768
Stock 28,136.39292705739598
Stock 28,136.1671313966674
Stock 28,135.91251159632833
Stock 28,136.90311528301933
Stock 28,136.15903578400759
Stock 28,135.8814890320907
Stock 28,135.73002979282649
Stock 28,135.7244991209388
Stock 28,135.8927582780566
Stock 28,135.72779163499135
Stock 28,136.30134396518253
Stock 28,136.042559941445
Stock 28,136.66848012250074
Stock 28,136.37311667523056
Stock 28,135.9840102360921
Stock 28,136.32593996385248
Stock 28,136.2471457648062
Stock 28,136.50591953531156
Stock 28,136.78399515044202
Stock 28,135.9508763246321
Stock 28,135.86942458486934
Stock 28,135.66501425978836
Stock 28,136.02477403997773
Stock 28,137.08270480003526
Stock 28,136.02053357397156
Stock 28,136.13318822692034
Stock 28,137.1760174424054
Stock 28,136.1833792859679
Stock 28,136.0387712922463
Stock 28,136.21114510330855
Stock 29,92.41190357514897
Stock 29,92.41978439156867
Stock 29,92.25875768753129
Stock 29,92.26387299195879
Stock 29,91.9888796881848
Stock 29,92.01412817004133
Stock 29,92.00103766448467
Stock 29,91.99154373892024
Stock 29,91.81294878435709
Stock 29,92.50895705071
Stock 29,92.56093338529294
Stock 29,91.84019547981924
Stock 29,92.26877737603185
Stock 29,92.46948035991183
Stock 29,91.98427096286838
Stock 29,91.64184624520956
Stock 29,92.29559259528213
Stock 29,92.12905023503687
Stock 29,91.91734164894295
Stock 29,92.23823402353561
Stock 29,92.08292354358497
Stock 29,91.79825183295263
Stock 29,92.2885390543168
Stock 29,92.28104569961505
Stock 29,92.01029241878513
Stock 29,92.12427340126979
Stock 29,92.36664770232227
Stock 29,91.77325788888479
Stock 29,91.98690536598244
Stock 29,92.20585767227924
Stock 29,91.9926107788691
Stock 29,92.21617332868396
Stock 29,91.97651615872014
Stock 29,92.77187426318616
Stock 29,91.99277366313063
Stock 29,92.28573017075108
Stock 29,92.08307242177871
Stock 29,92.34205334892584
Stock 29,91.90007046428671
Stock 29,91.8212059968414
Stock 29,92.31074921608851
Stock 29,92.15134536551436
Stock 29,92.4083455883798
Stock 29,92.30462531164895
Stock 29,91.93774139930083
Stock 29,92.28318394351874
Stock 29,92.1869632724051
Stock 29,92.27585877958035
Stock 29,92.40653981793412
Stock 29,92.70591053643685
Stock 30,107.36186569867134
Stock 30,106.24672567035367
Stock 30,107.2348287572396
Stock 30,106.4858970443145
Stock 30,106.06328933415475
Stock 30,106.45989410150725
Stock 30,106.99001910145952
Stock 30,106.6027898242856
Stock 30,106.2220994234058
Stock 30,107.00874522328681
Stock 30,107.0540862639029
Stock 30,107.13311541007928
Stock 30,106.05514197019394
Stock 30,106.00806859210326
Stock 30,105.8347057405238
Stock 30,106.4638827629338
Stock 30,106.69670185428984
Stock 30,106.80548200187202
Stock 30,106.86429843159881
Stock 30,107.33744533509461
Stock 30,106.68237472963945
Stock 30,107.07498571840623
Stock 30,106.53465660838089
Stock 30,107.3522551363504
Stock 30,107.17306961677772
Stock 30,107.23692216880663
Stock 30,106.83791991855318
Stock 30,106.33167889174067
Stock 30,107.13993610520475
Stock 30,106.89531830486177
Stock 30,106.79005104494867
Stock 30,106.13808716943409
Stock 30,106.44736766701364
Stock 30,107.10468265400438
Stock 30,106.98088880411647
Stock 30,107.67588776241995
Stock 30,107.05951576227002
Stock 30,106.69375723600828
Stock 30,107.18079319540506
Stock 30,107.9054137438035
Stock 30,106.3792114869486
Stock 30,107.10944067060825
Stock 30,106.97608699131348
Stock 30,105.83008620589221
Stock 30,106.21788778408946
Stock 30,107.38019903124749
Stock 30,107.00346245290336
Stock 30,107.09778170235032
Stock 30,107.16548844266896
Stock 30,106.36652494363993
Stock 31,96.95096236573488
Stock 31,94.59928218964919
Stock 31,95.00696399616554
Stock 31,95.72103847372091
Stock 31,95.85830408405837
Stock 31,95.67812850446991
Stock 31,96.3356774545962
Stock 31,95.51599742007875
Stock 31,96.20037659965446
Stock 31,95.82069437922428
Stock 31,95.81511334620377
Stock 31,96.21638797987465
Stock 31,95.46437020814065
Stock 31,95.52609285788702
Stock 31,95.9374450225334
Stock 31,96.00219308880904
Stock 31,96.04146436674287
Stock 31,95.96086122638441
Stock 31,95.45331613150414
Stock 31,96.32329440271397
Stock 31,96.12675393409083
Stock 31,95.55560795790144
Stock 31,95.73485652970156
Stock 31,94.58941977773799
Stock 31,96.00459205466515
Stock 31,94.7965847746485
Stock 31,95.22310768612122
Stock 31,95.1986592848015
Stock 31,96.05937903050368
Stock 31,96.35997185066593
Stock 31,95.58878556533648
Stock 31,95.63765282672644
Stock 31,95.95576365235733
Stock 31,95.7453320077328
Stock 31,95.94659124056967
Stock 31,95.85561909194008
Stock 31,94.70674268785561
Stock 31,95.81979777978623
Stock 31,95.50916508352822
Stock 31,95.92611760223573
Stock 31,95.41208602847577
Stock 31,95.84990684208702
Stock 31,96.28290760480749
Stock 31,95.63376698155326
Stock 31,95.63816354151712
Stock 31,95.65918553122552
Stock 31,95.75529874618489
Stock 31,96.01214260491057
Stock 31,95.56031848948052
Stock 31,96.65248401127263
Stock 32,104.98199994136964
Stock 32,105.9769446112945
Stock 32,104.22055217942761
Stock 32,107.33137184425284
Stock 32,105.49181281717442
Stock 32,102.525357960497
Stock 32,109.11717152155667
Stock 32,104.40789911666785
Stock 32,106.75972338124774
Stock 32,108.1479671390285
Stock 32,105.88474979272866
Stock 32,103.21985740338683
Stock 32,106.41660352985383
Stock 32,105.02424966532224
Stock 32,105.63558848471415
Stock 32,103.0881926657939
Stock 32,105.60308634534775
Stock 32,105.3257330102826
Stock 32,105.45741559314762
Stock 32,106.64502811918311
Stock 32,105.03691144426358
Stock 32,102.61607357998562
Stock 32,105.90174975527789
Stock 32,103.61161713080382
Stock 32,106.76657683863306
Stock 32,104.33549712795741
Stock 32,106.16977486797317
Stock 32,106.87123034523313
Stock 32,104.86154840551178
Stock 32,106.33178727513125
Stock 32,104.61745243088208
Stock 32,103.86447008889496
Stock 32,103.62515991847391
Stock 32,106.45462937560701
Stock 32,104.33531842399412
Stock 32,103.30422133262078
Stock 32,105.7600397746453
Stock 32,106.33304984676631
Stock 32,103.27935065923583
Stock 32,106.04407453413515
Stock 32,108.85736300970122
Stock 32,105.09064266962385
Stock 32,106.73554666901435
Stock 32,104.04839882829368
Stock 32,106.63517071365595
Stock 32,104.3784042351115
Stock 32,104.85592327246545
Stock 32,103.58325128555315
Stock 32,104.3234425054381
Stock 32,105.06740660650874
Stock 33,105.14251235646054
Stock 33,104.49014789863533
Stock 33,103.63276835888823
Stock 33,104.76392885034502
Stock 33,103.5195162231324
Stock 33,103.33708953236618
Stock 33,106.18314671140577
Stock 33,104.65692080214423
Stock 33,104.21095527972834
Stock 33,106.36570487643928
Stock 33,104.70948211067467
Stock 33,107.77107770200556
Stock 33,103.91292564905285
Stock 33,104.48346065288322
Stock 33,104.8056309404174
Stock 33,104.83226682981008
Stock 33,104.51053887870377
Stock 33,103.12291724437527
Stock 33,103.6744344333617
Stock 33,106.7585132945206
Stock 33,106.0300753337879
Stock 33,105.52753555587296
Stock 33,104.88334280671303
Stock 33,103.18085345505163
Stock 33,104.0075887169587
Stock 33,104.81197152207271
Stock 33,105.76894333174349
Stock 33,104.30769025639833
Stock 33,105.2038139083283
Stock 33,103.74490333955514
Stock 33,107.66692094906367
Stock 33,102.40928955483197
Stock 33,103.11556181454546
Stock 33,105.17955036697349
Stock 33,104.53447601109838
Stock 33,103.5223502405978
Stock 33,104.25591998408505
Stock 33,102.69571677610027
Stock 33,107.42170449837099
Stock 33,105.09458870854718
Stock 33,106.20537983041737
Stock 33,107.06534351243037
Stock 33,103.97256305757551
Stock 33,105.50884230891506
Stock 33,104.84925521290548
Stock 33,104.40782962070008
Stock 33,105.40288621170613
Stock 33,105.82643919659922
Stock 33,105.40337840312094
Stock 33,104.91381810697783
Stock 34,102.44104291776121
Stock 34,102.43607297628995
Stock 34,102.55177862447495
Stock 34,104.77732812674392
Stock 34,102.74921543694421
Stock 34,103.79502044654568
Stock 34,103.1188521825005
Stock 34,102.47928078678726
Stock 34,103.61988021390412
Stock 34,102.35757585030282
Stock 34,102.50808068662043
Stock 34,102.92095660153858
Stock 34,103.84722621451597
Stock 34,102.28185362925677
Stock 34,103.50143800275198
Stock 34,103.18870692029313
Stock 34,104.07475516388371
Stock 34,102.46401640753719
Stock 34,102.58095908971637
Stock 34,103.2488468395879
Stock 34,102.44500650981965
Stock 34,102.68397679939349
Stock 34,102.96896379174598
Stock 34,102.91303808972421
Stock 34,102.49785486426364
Stock 34,102.8873506829825
Stock 34,103.55101477118622
Stock 34,104.22649371934527
Stock 34,103.14233651708653
Stock 34,103.26481670425737
Stock 34,103.17768269356307
Stock 34,103.7716266753597
Stock 34,102.64785526990714
Stock 34,103.9893863684755
Stock 34,103.6823394285569
Stock 34,102.87157513909857
Stock 34,104.01919904182724
Stock 34,103.0111017271849
Stock 34,102.45998286842496
Stock 34,102.40373193261452
Stock 34,102.6041935731998
Stock 34,102.06938602294618
Stock 34,104.66573538169457
Stock 34,102.42036540239091
Stock 34,103.34041881937925
Stock 34,103.66506553668924
Stock 34,103.29386395732635
Stock 34,103.46560849983416
Stock 34,103.50759566126273
Stock 34,103.37807054132263
Stock 35,88.0189678678397
Stock 35,87.8595054888714
Stock 35,88.1152059538349
Stock 35,87.98783534935379
Stock 35,87.77876750419281
Stock 35,88.06317730025609
Stock 35,87.9210966729955
Stock 35,87.71029517398978
Stock 35,88.14998390385706
Stock 35,88.14080134166265
Stock 35,87.96174667626119
Stock 35,87.92871072876245
Stock 35,87.87406240074019
Stock 35,88.12789713445855
Stock 35,87.74874054514729
Stock 35,87.78781038444856
Stock 35,88.11975670953021
Stock 35,87.96218522321541
Stock 35,87.82422850218272
Stock 35,87.84319311118395
Stock 35,88.19774529162102
Stock 35,88.04183454119638
Stock 35,87.83631134959002
Stock 35,88.13734697062124
Stock 35,88.02290078869862
Stock 35,88.14185433022124
Stock 35,87.70736616812601
Stock 35,87.89307950160668
Stock 35,87.97544397891566
Stock 35,87.93535739289841
Stock 35,88.03426312472817
Stock 35,88.04786373884974
Stock 35,87.69505556752023
Stock 35,87.96883876158701
Stock 35,87.8039996105053
Stock 35,87.64838246352892
Stock 35,88.18273646071655
Stock 35,88.14815623460912
Stock 35,88.12691903749226
Stock 35,87.80331065095544
Stock 35,88.10193087958638
Stock 35,88.15997720917755
Stock 35,88.18482770283727
Stock 35,87.90515683249592
Stock 35,87.95247352369422
Stock 35,88.19043127522842
Stock 35,87.70754440470623
Stock 35,87.80007374507473
Stock 35,87.65937181098603
Stock 35,88.13482425828214
Stock 36,95.86808113112984
Stock 36,95.69913673259448
Stock 36,95.79863506748259
Stock 36,95.42566394093512
Stock 36,95.67129159034626
Stock 36,95.41191304958555
Stock 36,95.58400484789618
Stock 36,95.8191913696659
Stock 36,95.96490322782624
Stock 36,95.96705128661927
Stock 36,95.52532434788085
Stock 36,95.50605971585271
Stock 36,95.80843859178918
Stock 36,95.825074537591
Stock 36,95.90107623600699
Stock 36,95.87987366939035
Stock 36,96.13256826747262
Stock 36,95.93000669382737
Stock 36,95.7148962362011
Stock 36,96.05950016171
Stock 36,96.42456675080038
Stock 36,95.57205356696953
Stock 36,95.68278037810782
Stock 36,95.46205967174897
Stock 36,95.78911348023654
Stock 36,95.92733383440269
Stock 36,96.11921340867008
Stock 36,95.89845990020272
Stock 36,95.8475101478229
Stock 36,95.86870343164519
Stock 36,95.97610285236325
Stock 36,95.41399440756776
Stock 36,95.64248630488183
Stock 36,95.9443689345088
Stock 36,95.90769908911093
Stock 36,95.87196977240944
Stock 36,95.38909032190995
Stock 36,96.28276016372409
Stock 36,95.80515059080489
Stock 36,95.83606476563878
Stock 36,96.2240709609733
Stock 36,95.6306918092084
Stock 36,96.30914638336922
Stock 36,95.83735608806886
Stock 36,95.8323134189894
Stock 36,95.80129167970804
Stock 36,95.94932449789745
Stock 36,95.79320286783825
Stock 36,95.79855426823114
Stock 36,95.9896700159557
Stock 37,74.03679019197165
Stock 37,74.53104116566534
Stock 37,74.68237785652265
Stock 37,74.85741722728284
Stock 37,75.01691669938562
Stock 37,75.37960196966336
Stock 37,75.40827833871646
Stock 37,74.82127525060254
Stock 37,75.0600511965204
Stock 37,75.14076106282062
Stock 37,75.39919914686385
Stock 37,74.26691713074382
Stock 37,75.26709379937742
Stock 37,75.1822800823543
Stock 37,75.50602474492624
Stock 37,75.3068292494558
Stock 37,74.34111122622954
Stock 37,75.08206727191417
Stock 37,74.89786737792721
Stock 37,75.18420841415134
Stock 37,75.80545170775727
Stock 37,74.72767382225217
Stock 37,75.07573469164015
Stock 37,75.22699947208336
Stock 37,75.30040068256973
Stock 37,74.34606950538186
Stock 37,75.12482186303187
Stock 37,75.46280569633431
Stock 37,75.44672084108697
Stock 37,74.98567120834937
Stock 37,75.42336247558602
Stock 37,74.53246010037843
Stock 37,74.30861099707236
Stock 37,75.2128478182613
Stock 37,75.08011923341111
Stock 37,74.5259355635067
Stock 37,75.05218631498673
Stock 37,75.29291444518645
Stock 37,75.1833870197679
Stock 37,75.30747074666789
Stock 37,74.84583098320498
Stock 37,75.62422316767721
Stock 37,75.39311237708193
Stock 37,75.46330173554797
Stock 37,75.1944789685337
Stock 37,74.91368079062835
Stock 37,75.12635445113428
Stock 37,75.43664596344588
Stock 37,75.04773100934993
Stock 37,74.20109979792971
Stock 38,114.9855044779665
Stock 38,115.28554945204615
Stock 38,115.11238778958334
Stock 38,114.88975805713493
Stock 38,115.9805202872999
Stock 38,114.94991080747045
Stock 38,115.31269149399498
Stock 38,115.90446249453494
Stock 38,115.11400766355902
Stock 38,116.07651809119636
Stock 38,115.8830051745556
Stock 38,115.26226285985362
Stock 38,115.28727142192761
Stock 38,115.97641816296105
Stock 38,115.63160782332272
Stock 38,115.08100611598991
Stock 38,115.34330279250304
Stock 38,114.98131480555338
Stock 38,115.17693066224896
Stock 38,116.03767099913681
Stock 38,115.80642352073545
Stock 38,115.83149046473787
Stock 38,115.35320830273577
Stock 38,115.34062931539053
Stock 38,114.93397956925406
Stock 38,115.13523395916118
Stock 38,115.12883930396336
Stock 38,115.09601051400394
Stock 38,115.22482579512456
Stock 38,115.03798104822849
Stock 38,115.42405613476623
Stock 38,114.79428407572264
Stock 38,114.92802664023905
Stock 38,114.85994648819712
Stock 38,115.48380493648231
Stock 38,115.2120228331266
Stock 38,114.7049980569912
Stock 38,115.17569894958507
Stock 38,115.08937331833823
Stock 38,115.43673919111548
Stock 38,115.65446088421724
Stock 38,115.598082961449
Stock 38,115.22073343843113
Stock 38,114.85592229479653
Stock 38,115.29342818028739
Stock 38,114.88505643635101
Stock 38,114.64061136863592
Stock 38,115.61610890908064
Stock 38,115.60404747590346
Stock 38,114.6620152594192
Stock 39,113.33385804963798
Stock 39,113.27107310278606
Stock 39,113.14827557957823
Stock 39,113.46762913375635
Stock 39,114.7803317506556
Stock 39,113.8573796214726
Stock 39,114.41353514478713
Stock 39,113.78202856400534
Stock 39,113.95132419127677
Stock 39,112.9970522786017
Stock 39,113.55274127647728
Stock 39,112.74597572893111
Stock 39,115.0295335939215
Stock 39,113.78176238623263
Stock 39,113.80123609858286
Stock 39,113.77851387574594
Stock 39,113.51082488078589
Stock 39,114.23370623432143
Stock 39,113.85519794152412
Stock 39,114.04842338957108
Stock 39,113.51075902601362
Stock 39,114.9159019252886
Stock 39,114.23590529266482
Stock 39,113.46244147801988
Stock 39,112.8954065659109
Stock 39,114.00210270960685
Stock 39,113.9414958662386
Stock 39,113.61512404197042
Stock 39,113.71888024417954
Stock 39,113.5279547616288
Stock 39,113.26224295299434
Stock 39,113.94375412330382
Stock 39,113.9198370783301
Stock 39,113.70782520930615
Stock 39,114.11582687187955
Stock 39,113.66952783216593
Stock 39,114.36035618039348
Stock 39,113.72715393639729
Stock 39,114.28057683531753
Stock 39,114.31202308351331
Stock 39,114.32157708111964
Stock 39,113.72223134327496
Stock 39,114.36619769223977
Stock 39,113.8463205356033
Stock 39,114.13199194669208
Stock 39,113.25905384971396
Stock 39,114.14366615471297
Stock 39,113.6589435871169
Stock 39,115.08063900603675
Stock 39,113.81612017636468
Stock 40,104.22303477645548
Stock 40,105.68051797526175
Stock 40,105.50964198198315
Stock 40,103.49765238999822
Stock 40,105.51926044998571
Stock 40,107.10612136111423
Stock 40,104.53337237641773
Stock 40,103.45930087451308
Stock 40,104.21315572327448
Stock 40,102.49569583610882
Stock 40,106.99466769192031
Stock 40,104.87932021869624
Stock 40,107.70947507130586
Stock 40,104.31716438225448
Stock 40,105.53296501380538
Stock 40,105.78663781395782
Stock 40,105.07016816824215
Stock 40,105.47445993168986
Stock 40,106.42795996787468
Stock 40,105.06488863891802
Stock 40,105.85451990455634
Stock 40,105.85472380724877
Stock 40,105.49611677343893
Stock 40,107.27417081516168
Stock 40,106.79667968364122
Stock 40,105.04318531586536
Stock 40,104.57878191357861
Stock 40,105.55480895820293
Stock 40,105.407914673897
Stock 40,103.19320576147746
Stock 40,105.16176621174719
Stock 40,104.30212957399685
Stock 40,103.96170155801056
Stock 40,103.01132244431875
Stock 40,103.47646336940073
Stock 40,103.92320444454671
Stock 40,104.3545425008204
Stock 40,104.84407493534837
Stock 40,105.2693612773421
Stock 40,104.31326320273811
Stock 40,107.62225392071885
Stock 40,106.47867544752035
Stock 40,107.70491574704869
Stock 40,103.96385222377732
Stock 40,105.33407636475334
Stock 40,106.87494517179879
Stock 40,104.59630791262153
Stock 40,105.13540400932445
Stock 40,106.09977981784279
Stock 40,105.31135927025767
